County,State,Distance
Hennepin County,MN,5.6600704
Warren County,NJ,5.6569633
Osceola County,FL,5.6464
Charles County,MD,5.6464
Aroostook County,ME,5.6414289
Pinellas County,FL,5.634594
Hampshire County,MA,5.6022825
Thurston County,WA,5.5656219
Erie County,NY,5.5407667
Salt Lake County,UT,5.5302038
Clark County,WA,5.5270967
Morris County,NJ,5.4966497
Orange County,NC,5.4693093
Franklin County,MA,5.3493848
Multnomah County,OR,5.2145472
Bucks County,PA,5.2052264
Larimer County,CO,5.1822357
Imperial County,CA,5.1803718
Stanislaus County,CA,5.1374969
Rensselaer County,NY,5.1343904
Kalamazoo County,MI,5.1319046
Suffolk County,NY,5.1176133
Richland County,SC,5.1014576
Chester County,PA,5.0995932
Guilford County,NC,5.0057664
Lucas County,OH,5.000174
Hudson County,NJ,4.9200172
Hunterdon County,NJ,4.9013758
Josephine County,OR,4.8412838
Hamilton County,OH,4.7541108
Somerset County,ME,4.7304988
Montgomery County,PA,4.6758184
Henrico County,VA,4.6696043
Baltimore County,MD,4.657177
Lewis And Clark County,MT,4.6540704
Marion County,IN,4.6522059
Kent County,DE,4.6167879
Rutland County,VT,4.4757366
Pottawattamie County,IA,4.4589596
Sedgwick County,KS,4.4570956
Clay County,MN,4.4552317
New Hanover County,NC,4.4384546
Lane County,OR,4.4260268
Union County,NJ,4.4017935
Mercer County,NJ,4.3756957
Merrimack County,NH,4.3614044
Arlington County,VA,4.324122
St. Lawrence County,NY,4.2831116
Pierce County,WA,4.2389941
Ingham County,MI,4.2060614
Salem City,VA,4.1948771
Sangamon County,IL,4.1930127
Northampton County,PA,4.1638083
Leon County,FL,4.1283903
Chittenden County,VT,4.127769
Providence County,RI,4.1184483
Santa Clara County,CA,4.1172056
St. Joseph County,IN,4.110992
Albemarle County,VA,4.0817876
Tippecanoe County,IN,4.017786
Teton County,WY,3.9947953
La Salle County,IL,3.9730475
Grand Traverse County,MI,3.970562
Skagit County,WA,3.9407361
Fairbanks North Star Borough,AK,3.908071
Washington County,OR,3.8879197
San Diego County,CA,3.8829486
Alachua County,FL,3.8823273
Knox County,ME,3.8562295
Snohomish County,WA,3.8406954
Hampton City,VA,3.8282678
Philadelphia County,PA,3.7773154
Benton County,WA,3.7742085
Newport News City,VA,3.7624025
Contra Costa County,CA,3.6965373
Lancaster County,NE,3.6853526
Dona Ana County,NM,3.6791389
Durham County,NC,3.6772747
Worcester County,MA,3.6723037
Onondaga County,NY,3.6263223
Montgomery County,MD,3.6145163
Norfolk City,VA,3.5915256
Jefferson County,NY,3.5592141
Johnson County,IA,3.5443013
Charlottesville City,VA,3.5356021
San Joaquin County,CA,3.52566
Peoria County,IL,3.5250387
Alameda County,CA,3.5057762
Lincoln County,ME,3.4927275
Gwinnett County,GA,3.3460839
Macon County,IL,3.3262
Roanoke County,VA,3.2963741
Genesee County,MI,3.2578492
Passaic County,NJ,3.244179
Napa County,CA,3.2292662
Cobb County,GA,3.2143531
Tompkins County,NY,3.1963334
Shasta County,CA,3.1534588
Bristol City,VA,3.1404099
Lee County,FL,3.1080987
Cook County,IL,2.9974947
Orange County,FL,2.9906595
Cheshire County,NH,2.9440567
New Castle County,DE,2.9322507
Hampden County,MA,2.9036677
Cumberland County,NC,2.8781915
Albany County,NY,2.8651426
Juneau Borough,AK,2.8649616
Story County,IA,2.8607929
Orange County,CA,2.8297243
Sacramento County,CA,2.8042481
Sonoma County,CA,2.6979938
Solano County,CA,2.6476626
Miami-Dade County,FL,2.6457984
Douglas County,NE,2.5929821
Fulton County,GA,2.5886323
Washington County,MD,2.5793118
Bronx County,NY,2.5556998
Maui County,HI,2.5403261
Bernalillo County,NM,2.5252526
Wake County,NC,2.499155
Chemung County,NY,2.4879704
Camden County,NJ,2.3854439
Charleston County,SC,2.3736379
Los Angeles County,CA,2.3723953
Chatham County,GA,2.3599677
Broward County,FL,2.3146076
Lehigh County,PA,2.3102582
Lewis County,NY,2.3046658
Jackson County,OR,2.2555773
Bergen County,NJ,2.2537134
Virginia Beach City,VA,2.2518492
Hartford County,CT,2.2468781
Frederick County,MD,2.2450142
Muscogee County,GA,2.1828771
Allegheny County,PA,2.1822557
Androscoggin County,ME,2.1747992
Richmond City,VA,2.167964
Washtenaw County,MI,2.1636145
Yellowstone County,MT,2.149323
Marion County,OR,2.10272
Forsyth County,NC,2.0753798
Baltimore City,MD,2.0753798
Jackson County,MI,2.0747585
York County,PA,2.0461752
Rockland County,NY,2.0387189
Queens County,NY,2.0337479
Alexandria City,VA,2.0325053
Spokane County,WA,1.9827955
Clallam County,WA,1.9641544
Mclean County,IL,1.9622902
Kent County,MI,1.9330858
Mecklenburg County,NC,1.915066
Roanoke City,VA,1.9125805
Summit County,OH,1.8231031
Denver County,CO,1.7740147
Jackson County,IL,1.7311401
Duval County,FL,1.7211982
Talbot County,MD,1.6851587
Washoe County,NV,1.6677603
Champaign County,IL,1.6590611
Anchorage Borough,AK,1.5869486
Ontario County,NY,1.5745546
Fresno County,CA,1.5093106
Monroe County,NY,1.4993687
San Francisco County,CA,1.4397171
Schenectady County,NY,1.4241828
Marin County,CA,1.4216973
Deschutes County,OR,1.3663952
Genesee County,NY,1.3421618
Cascade County,MT,1.3042581
New York County,NY,1.2694614
Sutter County,CA,1.181848
Westchester County,NY,1.1812266
San Mateo County,CA,1.1091475
Kings County,NY,1.0619234
District Of Columbia,DC,1.0538455
Kitsap County,WA,1.0041358
Falls Church City,VA,0.90658057
Woodbury County,IA,0.89850277
Berks County,PA,0.89104629
Olmsted County,MN,0.86184186
Clark County,NV,0.84630758
Nassau County,NY,0.82953054
Maricopa County,AZ,0.76490796
Buncombe County,NC,0.6406337
Missoula County,MT,0.62074983
Monroe County,IN,0.43682393
Cache County,UT,0.40761951
Suffolk County,MA,0.32870537
Essex County,NJ,0.24109203
,blank,
Grand Total,,141.3294193
